EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
750000.0625,-750000.125,750000.0625,572458.875,80201.1953125,750000.0625,750000.0625,750000.0625,-0.10205078125,0.947509765625,0.194580078125,0.0,0.0,0.0,66.66667175292969,1.0,1.0,Rest
750000.0625,-750000.125,750000.0625,614788.5,703423.375,750000.0625,750000.0625,750000.0625,-0.111083984375,0.95703125,0.186767578125,0.0,0.0,0.0,66.66667175292969,2.0,1.0,Rest
750000.0625,-750000.125,750000.0625,750000.0625,341659.75,750000.0625,750000.0625,750000.0625,-0.113525390625,0.95849609375,0.18310546875,0.0,0.0,0.0,66.66667175292969,3.0,1.0,Rest
750000.0625,-218437.53125,669155.3125,750000.0625,-95865.3828125,750000.0625,750000.0625,750000.0625,-0.113525390625,0.958740234375,0.183837890625,0.0,0.0,0.0,66.66667175292969,4.0,1.0,Rest
750000.0625,750000.0625,657700.125,750000.0625,14097.15625,750000.0625,750000.0625,750000.0625,-0.114990234375,0.96142578125,0.18505859375,0.0,0.0,0.0,66.66667175292969,5.0,1.0,Rest
750000.0625,750000.0625,750000.0625,749093.625,1988.4112548828125,750000.0625,750000.0625,750000.0625,-0.1142578125,0.96044921875,0.1875,0.0,0.0,0.0,66.66667175292969,6.0,1.0,Rest
750000.0625,750000.0625,750000.0625,723797.4375,-90989.21875,750000.0625,750000.0625,750000.0625,-0.117919921875,0.962158203125,0.18505859375,-11.260985374450684,-9.674071311950684,-14.129637718200684,66.66667175292969,7.0,1.0,Rest
750000.0625,750000.0625,750000.0625,750000.0625,-665467.4375,750000.0625,750000.0625,750000.0625,-0.117431640625,0.9658203125,0.1826171875,-3.112792730331421,-3.692626714706421,-4.516601085662842,66.66667175292969,8.0,1.0,Rest
750000.0625,750000.0625,750000.0625,750000.0625,-750000.125,750000.0625,750000.0625,750000.0625,-0.117919921875,0.96630859375,0.182861328125,-1.1596678495407104,-2.349853277206421,-2.288818120956421,66.66667175292969,9.0,1.0,Rest
750000.0625,750000.0625,750000.0625,750000.0625,-750000.125,750000.0625,750000.0625,750000.0625,-0.11962890625,0.96826171875,0.1796875,-0.5187987685203552,-1.8310545682907104,-1.4343260526657104,66.66667175292969,10.0,1.0,Rest
750000.0625,750000.0625,750000.0625,750000.0625,-750000.125,750000.0625,750000.0625,750000.0625,-0.119384765625,0.96875,0.179931640625,-0.1831054538488388,-1.5869139432907104,-1.1596678495407104,66.66667175292969,11.0,1.0,Rest
750000.0625,750000.0625,750000.0625,750000.0625,-750000.125,750000.0625,750000.0625,750000.0625,-0.12060546875,0.96728515625,0.179931640625,-0.1220703050494194,-1.5563963651657104,-1.0986326932907104,66.66667175292969,12.0,1.0,Rest
750000.0625,750000.0625,750000.0625,750000.0625,-750000.125,750000.0625,750000.0625,750000.0625,-0.119384765625,0.968017578125,0.17919921875,-0.0610351525247097,-1.5563963651657104,-1.1901854276657104,66.66667175292969,13.0,1.0,Rest
750000.0625,750000.0625,750000.0625,750000.0625,-750000.125,750000.0625,750000.0625,750000.0625,-0.12109375,0.97021484375,0.18212890625,-0.0915527269244194,-1.5258787870407104,-1.0986326932907104,66.66667175292969,14.0,1.0,Rest
750000.0625,750000.0625,750000.0625,750000.0625,-750000.125,750000.0625,750000.0625,750000.0625,-0.12060546875,0.969970703125,0.181884765625,-0.1220703050494194,-1.4953612089157104,-1.0375975370407104,66.66667175292969,15.0,1.0,Rest
746827.25,695276.875,750000.0625,750000.0625,-750000.125,682180.125,711384.375,716113.4375,-0.12109375,0.969970703125,0.180419921875,-0.3356933295726776,-1.4648436307907104,-1.1291502714157104,66.66667175292969,16.0,1.0,Rest
639156.75,608720.125,750000.0625,750000.0625,-750000.125,584526.875,608109.125,612192.125,-0.121826171875,0.970703125,0.180419921875,-0.3967284858226776,-1.4038084745407104,-1.0681151151657104,66.66667175292969,17.0,1.0,Rest
552417.6875,536501.25,750000.0625,750000.0625,-750000.125,505611.5,524932.625,528534.0,-0.12158203125,0.970947265625,0.18310546875,-0.4882812201976776,-1.3732908964157104,-1.1291502714157104,66.66667175292969,18.0,1.0,Rest
480154.9375,474512.09375,750000.0625,750000.0625,-750000.125,439841.21875,455770.78125,458848.6875,-0.12060546875,0.970947265625,0.18359375,-0.5493163466453552,-1.4648436307907104,-0.9765624403953552,66.66667175292969,19.0,1.0,Rest
422734.8125,424457.0625,750000.0625,750000.0625,-750000.125,387497.375,400960.4375,403558.34375,-0.119140625,0.969970703125,0.180419921875,-0.6103515028953552,-1.3427733182907104,-0.9460448622703552,66.66667175292969,20.0,1.0,Rest
395378.5,402552.0,750000.0625,750000.0625,-725793.0,362660.46875,374807.125,377431.75,-0.1201171875,0.9697265625,0.18115234375,-0.7019042372703552,-1.3427733182907104,-0.8544921278953552,66.66667175292969,21.0,1.0,Rest
383696.78125,395304.375,750000.0625,750000.0625,-636814.625,352149.34375,363575.375,366188.03125,-0.12109375,0.969482421875,0.182861328125,-0.6713866591453552,-1.3427733182907104,-0.9765624403953552,66.66667175292969,22.0,1.0,Rest
373356.9375,388882.90625,750000.0625,750000.0625,-559428.625,342922.96875,353744.0,356258.46875,-0.121826171875,0.96875,0.183837890625,-0.6713866591453552,-1.2207030057907104,-0.8850097060203552,66.66667175292969,23.0,1.0,Rest
363886.59375,382904.1875,750000.0625,750000.0625,-490478.375,334411.53125,344669.28125,347124.125,-0.123046875,0.968017578125,0.185791015625,-0.6713866591453552,-1.1596678495407104,-0.7629393935203552,66.66667175292969,24.0,1.0,Rest
355154.5625,377152.96875,750000.0625,750000.0625,-428816.625,326541.03125,336271.8125,338680.53125,-0.12255859375,0.96728515625,0.186279296875,-0.7324218153953552,-1.2817381620407104,-0.7019042372703552,66.66667175292969,25.0,1.0,Rest
347010.21875,371538.9375,750000.0625,750000.0625,-373927.4375,319161.75,328460.5,330782.84375,-0.123046875,0.967529296875,0.185302734375,-0.7629393935203552,-1.2512205839157104,-0.6103515028953552,66.66667175292969,26.0,1.0,Rest
339410.71875,366023.59375,750000.0625,750000.0625,-325267.4375,312257.09375,321177.15625,323383.625,-0.124267578125,0.968017578125,0.18798828125,-0.8239745497703552,-1.2207030057907104,-0.5798339247703552,66.66667175292969,27.0,1.0,Rest
332328.4375,360747.4375,750000.0625,750000.0625,-281836.28125,305821.15625,314392.15625,316461.8125,-0.125244140625,0.965576171875,0.1865234375,-0.7324218153953552,-1.1901854276657104,-0.4882812201976776,66.66667175292969,28.0,1.0,Rest
325735.375,355864.71875,750000.0625,750000.0625,-242547.109375,299865.75,308127.75,310104.625,-0.12353515625,0.965576171875,0.185791015625,-0.7934569716453552,-1.2512205839157104,-0.4882812201976776,66.66667175292969,29.0,1.0,Rest
319558.25,351264.9375,750000.0625,750000.0625,-206909.296875,294312.75,302277.0625,304163.28125,-0.12158203125,0.96435546875,0.18505859375,-0.7934569716453552,-1.1901854276657104,-0.3051757514476776,66.66667175292969,30.0,1.0,Rest
313750.375,346757.90625,750000.0625,750000.0625,-174901.328125,289045.625,296744.53125,298541.90625,-0.12353515625,0.96337890625,0.185791015625,-0.8239745497703552,-1.0681151151657104,-0.3356933295726776,66.66667175292969,31.0,1.0,Rest
308305.59375,342335.125,750000.0625,746721.5625,-146370.3125,284067.53125,291544.46875,293236.75,-0.12255859375,0.9638671875,0.188232421875,-0.8239745497703552,-1.0681151151657104,-0.3051757514476776,66.66667175292969,32.0,1.0,Rest
303211.0,338135.6875,750000.0625,733043.625,-120721.2421875,279414.875,286702.0,288270.28125,-0.120361328125,0.96337890625,0.18798828125,-0.6713866591453552,-1.0986326932907104,-0.1831054538488388,66.66667175292969,33.0,1.0,Rest
298428.0,334248.4375,750000.0625,720329.1875,-97218.6484375,275066.21875,282160.21875,283648.9375,-0.121826171875,0.96435546875,0.185302734375,-0.5493163466453552,-1.0375975370407104,-0.0915527269244194,66.66667175292969,34.0,1.0,Rest
293926.15625,330609.21875,750000.0625,708433.0,-75611.3984375,270981.84375,277875.1875,279322.875,-0.12158203125,0.966796875,0.18798828125,-0.4882812201976776,-1.0375975370407104,-0.0610351525247097,66.66667175292969,35.0,1.0,Rest
289663.5,327045.46875,750000.0625,697132.1875,-56072.484375,267106.84375,273831.0625,275209.96875,-0.12109375,0.965576171875,0.187744140625,-0.4272460639476776,-1.0986326932907104,-0.03051757626235485,66.66667175292969,36.0,1.0,Rest
