EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator,State
-43520.99609375,-27854.119140625,135249.34375,180892.140625,-113796.8515625,73682.9765625,-171679.46875,179641.25,0.5458984375,0.679931640625,0.489501953125,0.0,0.0,0.0,66.66667175292969,1.0,1.0,WarmUp
17312.41015625,214.39794921875,858.2175903320312,-5129.904296875,-13925.1376953125,853.2108154296875,-4014.6416015625,2019.6142578125,0.548583984375,0.687255859375,0.48828125,0.0,0.0,0.0,66.66667175292969,2.0,1.0,WarmUp
-1380.7120361328125,93.51970672607422,159.59146118164062,-22493.8125,-32819.15625,119.62654113769531,0.0,2047.866943359375,0.551513671875,0.687255859375,0.488037109375,0.0,0.0,0.0,66.66667175292969,3.0,1.0,WarmUp
-4093.677490234375,82.52264404296875,-693.4405517578125,-6755.94921875,-7984.580078125,324.45794677734375,0.0,300.8544921875,0.55419921875,0.688720703125,0.488037109375,0.0,0.0,0.0,66.66667175292969,4.0,1.0,WarmUp
-3722.638427734375,-704.1693725585938,-2470.2255859375,-237.6437530517578,-793.5763549804688,377.9233093261719,-29.325490951538086,-62.04844665527344,0.555419921875,0.687744140625,0.48681640625,0.0,0.0,0.0,66.66667175292969,5.0,1.0,WarmUp
-3007.919189453125,-918.2991333007812,-2521.9921875,53.10774612426758,-965.5059814453125,493.34771728515625,-2341.74755859375,778.4666137695312,0.5556640625,0.691650390625,0.48388671875,0.0,0.0,0.0,66.66667175292969,6.0,1.0,WarmUp
-1333.1474609375,-357.2702941894531,-1800.5672607421875,670.9993896484375,-883.1621704101562,765.4131469726562,-11705.7880859375,1431.6739501953125,0.5546875,0.692626953125,0.48291015625,-5.310058116912842,-4.486083507537842,-5.371093273162842,66.66667175292969,7.0,1.0,WarmUp
2861.381103515625,418.245849609375,-1269.5791015625,2225.876220703125,-558.6148071289062,2594.501220703125,-6084.234375,6066.0849609375,0.551513671875,0.6923828125,0.484619140625,-1.5258787870407104,-1.7700194120407104,-1.6784666776657104,66.66667175292969,8.0,1.0,WarmUp
3046.095947265625,1167.476318359375,-530.093994140625,1345.6644287109375,-441.4916687011719,5643.9052734375,-1682.28173828125,17568.203125,0.5517578125,0.6923828125,0.48291015625,-0.5798339247703552,-1.1291502714157104,-0.6713866591453552,66.66667175292969,9.0,1.0,WarmUp
-866.4430541992188,-241.13063049316406,-758.1712036132812,-1267.9698486328125,-949.14453125,-9.119512557983398,-1336.813232421875,3179.4912109375,0.5498046875,0.691162109375,0.48388671875,-0.3051757514476776,-0.9155272841453552,-0.3967284858226776,66.66667175292969,10.0,1.0,WarmUp
