EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
750000.0625,750000.0625,-719296.3125,508397.5,-656366.0625,750000.0625,750000.0625,750000.0625,-0.0048828125,0.94873046875,0.205322265625,0.0,0.0,0.0,60.0,1.0,1.0,Rest
750000.0625,723617.5625,-275758.40625,654407.8125,79824.4296875,750000.0625,750000.0625,750000.0625,-0.013671875,0.95947265625,0.197265625,0.0,0.0,0.0,60.0,2.0,1.0,Rest
718019.0625,367581.0625,644616.0,750000.0625,578472.1875,750000.0625,750000.0625,729900.8125,-0.01806640625,0.963134765625,0.19482421875,0.0,0.0,0.0,60.0,3.0,1.0,Rest
691756.1875,305367.65625,750000.0625,750000.0625,482579.1875,750000.0625,750000.0625,676448.0625,-0.01953125,0.963623046875,0.193359375,0.0,0.0,0.0,60.0,4.0,1.0,Rest
679302.625,318351.71875,750000.0625,750000.0625,-12081.38671875,750000.0625,750000.0625,659267.0,-0.020263671875,0.967041015625,0.189697265625,0.0,0.0,0.0,60.0,5.0,1.0,Rest
645604.75,462802.53125,636612.9375,728524.125,-10532.947265625,750000.0625,750000.0625,658779.0625,-0.020751953125,0.968017578125,0.190673828125,0.0,0.0,0.0,60.0,6.0,1.0,Rest
634794.5,691612.6875,750000.0625,690245.25,70098.2890625,750000.0625,750000.0625,720128.375,-0.02099609375,0.970703125,0.190185546875,-5.554198741912842,-3.692626714706421,-7.232665538787842,60.0,7.0,1.0,Rest
750000.0625,750000.0625,750000.0625,750000.0625,-171246.28125,729737.8125,750000.0625,750000.0625,-0.02197265625,0.97314453125,0.1904296875,-1.0375975370407104,0.4882812201976776,-4.486083507537842,60.0,8.0,1.0,Rest
750000.0625,750000.0625,750000.0625,750000.0625,-750000.125,693198.4375,750000.0625,750000.0625,-0.020751953125,0.973876953125,0.18896484375,-0.0610351525247097,1.5563963651657104,-4.058837413787842,60.0,9.0,1.0,Rest
750000.0625,750000.0625,750000.0625,750000.0625,-750000.125,750000.0625,750000.0625,750000.0625,-0.023681640625,0.972900390625,0.189208984375,0.3051757514476776,1.8310545682907104,-3.967284917831421,60.0,10.0,1.0,Rest
