EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator,State
482512.40625,368196.46875,750000.0625,700739.5625,-331354.25,679411.375,312526.21875,750000.0625,-0.1787109375,0.923095703125,-0.232666015625,0.0,0.0,0.0,60.0,1.0,1.0,Rest
480738.03125,190694.71875,750000.0625,750000.0625,-354309.3125,750000.0625,393594.46875,398413.4375,-0.185791015625,0.938232421875,-0.24755859375,0.0,0.0,0.0,60.0,2.0,1.0,Rest
370850.6875,352148.71875,750000.0625,750000.0625,-261899.515625,750000.0625,265676.25,216298.828125,-0.185546875,0.94091796875,-0.25439453125,0.0,0.0,0.0,60.0,3.0,1.0,Rest
322503.0625,522362.96875,605757.625,750000.0625,-161520.515625,555593.875,126268.6796875,292131.6875,-0.18017578125,0.94287109375,-0.2548828125,0.0,0.0,0.0,60.0,4.0,1.0,Rest
429783.28125,602207.8125,750000.0625,688546.0625,-44084.70703125,487683.0,220171.671875,305984.84375,-0.1748046875,0.9443359375,-0.257080078125,0.0,0.0,0.0,60.0,5.0,1.0,Rest
538449.8125,660013.875,750000.0625,693750.875,113266.9375,611791.25,404480.75,322863.375,-0.170654296875,0.94287109375,-0.261474609375,0.0,0.0,0.0,60.0,6.0,1.0,Rest
552306.5625,749672.8125,750000.0625,750000.0625,264487.84375,699849.6875,399636.875,296987.28125,-0.16552734375,0.94189453125,-0.260986328125,-3.570556402206421,1.7700194120407104,2.990722417831421,60.0,7.0,1.0,Rest
569406.875,750000.0625,750000.0625,750000.0625,342975.28125,750000.0625,505629.84375,278078.4375,-0.16552734375,0.941650390625,-0.261962890625,-0.5798339247703552,8.331297874450684,10.192870140075684,60.0,8.0,1.0,Rest
614304.3125,750000.0625,750000.0625,750000.0625,425495.4375,750000.0625,731466.3125,750000.0625,-0.1640625,0.94140625,-0.2666015625,0.2136230319738388,10.559081077575684,12.603758811950684,60.0,9.0,1.0,Rest
613432.9375,750000.0625,750000.0625,750000.0625,659093.625,675919.4375,750000.0625,750000.0625,-0.16259765625,0.94189453125,-0.267578125,0.6103515028953552,11.383055686950684,13.763426780700684,60.0,10.0,1.0,Rest
644575.25,750000.0625,750000.0625,750000.0625,663424.1875,635527.1875,750000.0625,750000.0625,-0.15966796875,0.9404296875,-0.265869140625,0.6408690810203552,11.657713890075684,14.587401390075684,60.0,11.0,1.0,Rest
750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,622289.5,750000.0625,750000.0625,-0.15771484375,0.939697265625,-0.266845703125,0.5798339247703552,11.840819358825684,15.106200218200684,60.0,12.0,1.0,Rest
750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,700576.8125,750000.0625,750000.0625,-0.15185546875,0.9375,-0.264404296875,0.6408690810203552,11.993407249450684,15.624999046325684,60.0,13.0,1.0,Rest
750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.149169921875,0.935791015625,-0.2646484375,0.7019042372703552,12.084959983825684,16.052244186401367,60.0,14.0,1.0,Rest
750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.14697265625,0.93310546875,-0.26806640625,0.4882812201976776,12.115477561950684,16.326902389526367,60.0,15.0,1.0,Rest
750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.142822265625,0.931884765625,-0.266845703125,0.5187987685203552,12.115477561950684,16.632078170776367,60.0,16.0,1.0,Rest
750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.137451171875,0.928955078125,-0.267822265625,0.6408690810203552,12.207030296325684,17.028806686401367,60.0,17.0,1.0,Rest
750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,731117.9375,-0.135498046875,0.929931640625,-0.2685546875,0.7324218153953552,12.298583030700684,17.242429733276367,60.0,18.0,1.0,Rest
750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,629418.4375,-0.133544921875,0.928466796875,-0.2724609375,0.8239745497703552,12.359618186950684,17.425535202026367,60.0,19.0,1.0,Rest
750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,554603.9375,-0.132080078125,0.92626953125,-0.274169921875,0.9460448622703552,12.420653343200684,17.517087936401367,60.0,20.0,1.0,Rest
750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,523354.0625,-0.13232421875,0.9267578125,-0.276611328125,1.1596678495407104,12.512206077575684,17.547605514526367,60.0,21.0,1.0,Rest
750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,506107.28125,-0.1318359375,0.927001953125,-0.27392578125,1.3427733182907104,12.512206077575684,17.486570358276367,60.0,22.0,1.0,Rest
750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,720600.0,750000.0625,490426.53125,-0.130859375,0.927978515625,-0.2763671875,1.5258787870407104,12.420653343200684,17.242429733276367,60.0,23.0,1.0,Rest
750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,693221.0,750000.0625,476098.53125,-0.1279296875,0.928466796875,-0.275634765625,1.6479490995407104,12.481688499450684,17.181394577026367,60.0,24.0,1.0,Rest
750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,668381.8125,750000.0625,462976.09375,-0.124755859375,0.92822265625,-0.280029296875,1.7700194120407104,12.420653343200684,16.937253952026367,60.0,25.0,1.0,Rest
